X,Y,fid,LAYER,NP,TIPO,CALLE,TIPO2,direccion,ID,icon_url
-58.3781367327062,-34.5861000934828,"2341",NP-NO CONSOLIDADOS,"474",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 474,PE-0107-025,./0.png
-58.378168933267,-34.5860844841318,"2342",NP-NO CONSOLIDADOS,"476",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 476,PE-0107-024,./0.png
-58.3781941541085,-34.5860207692936,"2343",NP-NO CONSOLIDADOS,"479",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 479,,./0.png
-58.3780760196487,-34.586051509908,"2344",NP-NO CONSOLIDADOS,"471",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 471,PE-105C-007,./0.png
-58.3782610862646,-34.5860489286877,"2345",NP-NO CONSOLIDADOS,"484",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 484,PE-0107-023,./0.png
-58.3783897450383,-34.5859785273548,"2346",NP-NO CONSOLIDADOS,"494",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 494,PE-0107-020,./0.png
-58.3784511372502,-34.5859476325076,"2347",NP-NO CONSOLIDADOS,"498",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 498,PE-0107-018,./0.png
-58.3784210140615,-34.5859635583349,"2348",NP-NO CONSOLIDADOS,"496",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 496,PE-0107-019,./0.png
-58.378333484078,-34.5860066247173,"2349",NP-NO CONSOLIDADOS,"490",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 490,PE-0107-021,./0.png
-58.3782859366012,-34.5860372431972,"2350",NP-NO CONSOLIDADOS,"486",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 486,PE-0107-022,./0.png
-58.3782379674424,-34.585997254886,"2351",NP-NO CONSOLIDADOS,"485",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 485,PE-105B-014,./0.png
-58.378343372948,-34.5859403460554,"2352",NP-NO CONSOLIDADOS,"493",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 493,PE-105B-003,./0.png
-58.3783778288193,-34.5859233972583,"2353",NP-NO CONSOLIDADOS,"495",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 495,PE-105B-003,./0.png
-58.3784018615026,-34.5859127474943,"2354",NP-NO CONSOLIDADOS,"497",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 497,PE-105B-004,./0.png
-58.3784322187678,-34.5858967551447,"2355",NP-NO CONSOLIDADOS,"499",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 499,PE-105B-004,./0.png
-58.378510591759,-34.5859195701659,"2356",NP-NO CONSOLIDADOS,"502",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 502,PE-105D-013,./0.png
-58.3784819968555,-34.5858688121699,"2357",NP-NO CONSOLIDADOS,"503",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 503,PE-105B-011,./0.png
-58.3785552214657,-34.5858983182439,"2358",NP-NO CONSOLIDADOS,"506",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 506,PE-105D-012,./0.png
-58.3785298947159,-34.5858426464432,"2359",NP-NO CONSOLIDADOS,"507",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 507,PE-105B-010,./0.png
-58.3785745370277,-34.5858864747079,"2360",NP-NO CONSOLIDADOS,"508",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 508,PE-105D-011,./0.png
-58.3785587591486,-34.5858270401758,"2361",NP-NO CONSOLIDADOS,"509",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 509,PE-105B-009,./0.png
-58.3785978789637,-34.5858042598853,"2362",NP-NO CONSOLIDADOS,"511",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 511,PE-105B-005,./0.png
-58.3786319876095,-34.5858598322251,"2363",NP-NO CONSOLIDADOS,"510",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 510,PE-105D-010,./0.png
-58.3786455315473,-34.5858517548963,"2364",NP-NO CONSOLIDADOS,"512",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 512,PE-105D-009,./0.png
-58.3786966728661,-34.5858241410795,"2365",NP-NO CONSOLIDADOS,"516",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 516,PE-105D-008,./0.png
-58.3786356423037,-34.5857776359354,"2366",NP-NO CONSOLIDADOS,"515",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 515,PE-105B-006,./0.png
-58.3787265337541,-34.5858086092377,"2367",NP-NO CONSOLIDADOS,"518",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 518,PE-105D-007,./0.png
-58.3786942211215,-34.5857557069615,"2368",NP-NO CONSOLIDADOS,"523",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 523,PE-105B-007,./0.png
-58.3787584479977,-34.5857969177382,"2369",NP-NO CONSOLIDADOS,"522",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 522,PE-105D-006,./0.png
-58.3787529590956,-34.5857271405762,"2370",NP-NO CONSOLIDADOS,"525",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 525,PE-0105-002,./0.png
-58.3788166663744,-34.5857651699297,"2371",NP-NO CONSOLIDADOS,"526",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 526,PE-099B-019,./0.png
-58.3788519225087,-34.5857440438495,"2372",NP-NO CONSOLIDADOS,"530",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 530,PE-099B-018,./0.png
-58.3788851319356,-34.5857259545276,"2373",NP-NO CONSOLIDADOS,"532",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 532,PE-099B-017,./0.png
-58.3788020666505,-34.5856994559641,"2374",NP-NO CONSOLIDADOS,"527",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 527,PE-0105-002,./0.png
-58.3788557892599,-34.585668576368,"2375",NP-NO CONSOLIDADOS,"531",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 531,PE-0105-003,./0.png
-58.3788259297275,-34.5856859334962,"2376",NP-NO CONSOLIDADOS,"529",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 529,PE-0105-003,./0.png
-58.3788855396146,-34.5856494344664,"2377",NP-NO CONSOLIDADOS,"535",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 535,PE-0105-004,./0.png
-58.3789205736062,-34.5857048098896,"2378",NP-NO CONSOLIDADOS,"534",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 534,PE-099B-016,./0.png
-58.37894619644,-34.5856897056355,"2379",NP-NO CONSOLIDADOS,"536",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 536,PE-099B-016,./0.png
-58.3789803338979,-34.5856677806949,"2380",NP-NO CONSOLIDADOS,"540",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 540,PE-099B-015,./0.png
-58.3790030394523,-34.5856528534153,"2381",NP-NO CONSOLIDADOS,"542",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 542,PE-099B-014,./0.png
-58.3789287890068,-34.5856233502396,"2382",NP-NO CONSOLIDADOS,"539",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 539,PE-0105-005,./0.png
-58.3789511404763,-34.5856081429309,"2383",NP-NO CONSOLIDADOS,"541",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 541,PE-0105-006,./0.png
-58.3790289657713,-34.585634798577,"2384",NP-NO CONSOLIDADOS,"544",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 544,PE-099B-013,./0.png
-58.3790414667,-34.5856273131073,"2385",NP-NO CONSOLIDADOS,"546",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 546,PE-099B-013,./0.png
-58.3789726605715,-34.5855846370957,"2386",NP-NO CONSOLIDADOS,"543",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 543,PE-0099-001,./0.png
-58.3790799947817,-34.585604642916,"2387",NP-NO CONSOLIDADOS,"548",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 548,PE-099B-012,./0.png
-58.3790027953728,-34.5855631074125,"2388",NP-NO CONSOLIDADOS,"547",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 547,PE-0099-001,./0.png
-58.3791355896055,-34.5854852659103,"2389",NP-NO CONSOLIDADOS,"555",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 555,PE-0099-003,./0.png
-58.3791475126429,-34.5855663473593,"2390",NP-NO CONSOLIDADOS,"552",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 552,PE-099B-002,./0.png
-58.3792318726251,-34.5855080591486,"2391",NP-NO CONSOLIDADOS,"560",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 560,PE-099B-011,./0.png
-58.3792126045625,-34.5855192157633,"2392",NP-NO CONSOLIDADOS,"558",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 558,PE-099B-011,./0.png
-58.3791482913436,-34.5854774827547,"2393",NP-NO CONSOLIDADOS,"557",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 557,PE-0099-003,./0.png
-58.3792572163374,-34.5854935168245,"2394",NP-NO CONSOLIDADOS,"562",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 562,PE-099B-011,./0.png
-58.3791740784138,-34.5854596827441,"2395",NP-NO CONSOLIDADOS,"559",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 559,PE-0099-004,./0.png
-58.3792733406507,-34.5854824656953,"2396",NP-NO CONSOLIDADOS,"564",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 564,PE-099B-010,./0.png
-58.3793378239705,-34.585442823486,"2397",NP-NO CONSOLIDADOS,"570",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 570,PE-099B-009,./0.png
-58.3793773179403,-34.5854218002436,"2398",NP-NO CONSOLIDADOS,"572",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 572,PE-099B-008,./0.png
-58.3794075647944,-34.5854001804963,"2399",NP-NO CONSOLIDADOS,"576",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 576,PE-099B-008,./0.png
-58.3793997795549,-34.5853151444059,"2400",NP-NO CONSOLIDADOS,"579",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 579,PE-099C-008,./0.png
-58.3793329506159,-34.5853535115728,"2401",NP-NO CONSOLIDADOS,"575",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 575,PE-099C-007,./0.png
-58.3792982447134,-34.5853804478955,"2402",NP-NO CONSOLIDADOS,"573",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 573,PE-099C-006,./0.png
-58.3792436249951,-34.5854187291147,"2403",NP-NO CONSOLIDADOS,"569",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 569,PE-099C-005,./0.png
-58.3794273774514,-34.5852923033887,"2404",NP-NO CONSOLIDADOS,"581",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 581,PE-099C-008,./0.png
-58.379460696633,-34.585272780013,"2405",NP-NO CONSOLIDADOS,"585",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 585,PE-099C-009,./0.png
-58.3795017798859,-34.5853473154311,"2406",NP-NO CONSOLIDADOS,"582",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 582,PE-099B-008,./0.png
-58.3795692051535,-34.5852950656335,"2407",NP-NO CONSOLIDADOS,"588",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 588,PE-099B-025,./0.png
-58.379517339666,-34.585232963359,"2408",NP-NO CONSOLIDADOS,"589",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 589,PE-099C-010,./0.png
-58.3795814057124,-34.5852873832305,"2409",NP-NO CONSOLIDADOS,"590",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 590,PE-099B-024,./0.png
-58.3795960180166,-34.5852810562968,"2410",NP-NO CONSOLIDADOS,"592",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 592,PE-099B-027,./0.png
-58.3795566643344,-34.5852001080499,"2411",NP-NO CONSOLIDADOS,"595",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 595,PE-099C-011,./0.png
-58.3796269171587,-34.5851550027538,"2412",NP-NO CONSOLIDADOS,"599",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 599,PE-099C-012,./0.png
-58.3818588067312,-34.5839827825772,"2413",NP-CONSOLIDADAS,"809",D,FLOR DE OTOÑO,Pasillo interno,FLOR DE OTOÑO 809,PO-0100-001,./0.png
-58.3817439281497,-34.5840305989386,"2414",NP-CONSOLIDADAS,"791",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 791,PO-103B-019,./0.png
-58.3811206649441,-34.5843843416912,"2415",NP-CONSOLIDADAS,"736",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 736,PO-0103-048,./0.png
-58.3820581137279,-34.5839983807297,"2416",NP-CONSOLIDADAS,"850",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 850,PO-100A-001,./0.png
-58.3810981007653,-34.5842635060766,"2417",NP-CONSOLIDADAS,"739",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 739,PO-101B-008,./0.png
-58.3818203218379,-34.5839996311241,"2418",NP-CONSOLIDADAS,"797",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 797,PO-103B-021,./0.png
-58.3827023958962,-34.5836490757823,"2419",NP-CONSOLIDADAS,"1027",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 1027,FE-0100-005,./0.png
-58.3827922798653,-34.5836175091,"2420",NP-CONSOLIDADAS,"1041",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1041,FE-0100-007,./0.png
-58.3830991807588,-34.5834871101026,"2421",NP-CONSOLIDADAS,"1089",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1089,FE-0100-013,./0.png
-58.3802896603977,-34.5848161672226,"2422",NP-CONSOLIDADAS,"678",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 678,PO-099C-025,./0.png
-58.3801804409226,-34.5848676139267,"2423",NP-CONSOLIDADAS,"672",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 672,PO-099C-028,./0.png
-58.3799965810291,-34.5849750918884,"2424",NP-CONSOLIDADAS,"660",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 660,PO-099C-056,./0.png
-58.381876173793,-34.5839751370947,"2425",NP-CONSOLIDADAS,"811",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 811,PO-0100-001,./0.png
-58.3819286325949,-34.5839566444991,"2426",NP-CONSOLIDADAS,"825",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 825,PO-0100-001,./0.png
-58.381968240593,-34.583937836002,"2427",NP-CONSOLIDADAS,"837",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 837,PO-0100-002,./0.png
-58.3820295933193,-34.5839097571005,"2428",NP-CONSOLIDADAS,"855",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 855,PO-0100-003,./0.png
-58.3820722805407,-34.5838921276638,"2429",NP-CONSOLIDADAS,"867",C,FLOR DE OTOÑO,Cochera,FLOR DE OTOÑO 867,PO-0100-004,./0.png
-58.3821018540024,-34.5838811007295,"2430",NP-CONSOLIDADAS,"875",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 875,PO-0100-005,./0.png
-58.3821965262486,-34.5838503204756,"2431",NP-CONSOLIDADAS,"903",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 903,PO-0100-006,./0.png
-58.3822129286225,-34.5838385125763,"2432",NP-CONSOLIDADAS,"909",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 909,PO-0100-006,./0.png
-58.38222920974,-34.5838340306497,"2433",NP-CONSOLIDADAS,"913",O,FLOR DE OTOÑO,"Organización social, religiosa o gubernamental",FLOR DE OTOÑO 913,PO-0100-007,./0.png
-58.3822429726403,-34.5838267577509,"2434",NP-CONSOLIDADAS,"917",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 917,PO-0100-007,./0.png
-58.3823018867013,-34.5838131349208,"2435",NP-CONSOLIDADAS,"933",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 933,PO-0100-008,./0.png
-58.3823412701878,-34.5837970282749,"2436",NP-CONSOLIDADAS,"945",C,FLOR DE OTOÑO,Cochera,FLOR DE OTOÑO 945,PO-0100-009,./0.png
-58.3823663642535,-34.5837868810768,"2437",NP-CONSOLIDADAS,"951",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 951,PO-0100-010,./0.png
-58.3824292164724,-34.5837599015339,"2438",NP-CONSOLIDADAS,"969",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 969,PO-0100-011,./0.png
-58.3824496052341,-34.5837501653414,"2439",NP-CONSOLIDADAS,"975",C,FLOR DE OTOÑO,Cochera,FLOR DE OTOÑO 975,PO-0100-012,./0.png
-58.3824909095046,-34.5837342210017,"2440",NP-CONSOLIDADAS,"991",C,FLOR DE OTOÑO,Cochera,FLOR DE OTOÑO 991,PO-0100-012,./0.png
-58.382594243483,-34.5836916715793,"2441",NP-CONSOLIDADAS,"1009",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1009,FE-0100-003,./0.png
-58.3826167595578,-34.5836802382503,"2442",NP-CONSOLIDADAS,"1015",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 1015,FE-0100-004,./0.png
-58.3826337875441,-34.5836737564428,"2443",NP-CONSOLIDADAS,"1019",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1019,FE-0100-004,./0.png
-58.3826655196395,-34.5836640550718,"2444",NP-CONSOLIDADAS,"1021",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 1021,FE-0100-005,./0.png
-58.3827292154926,-34.5836405700395,"2445",NP-CONSOLIDADAS,"1031",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 1031,FE-0100-006,./0.png
-58.3827690930607,-34.5836276862382,"2446",NP-CONSOLIDADAS,"1037",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1037,FE-0100-006,./0.png
-58.3828085412917,-34.5836130416086,"2447",NP-CONSOLIDADAS,"1043",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 1043,FE-0100-007,./0.png
-58.3828448539952,-34.5835936072071,"2448",NP-CONSOLIDADAS,"1049",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1049,FE-0100-008,./0.png
-58.3828707179884,-34.5835823640175,"2449",NP-CONSOLIDADAS,"1053",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1053,FE-0100-008,./0.png
-58.3829342429247,-34.5835593985231,"2450",NP-CONSOLIDADAS,"1063",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1063,FE-0100-009,./0.png
-58.3829675634411,-34.5835437934805,"2451",NP-CONSOLIDADAS,"1067",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1067,FE-0100-010,./0.png
-58.3829923217074,-34.5835328261736,"2452",NP-CONSOLIDADAS,"1071",C,FLOR DE OTOÑO,Cochera,FLOR DE OTOÑO 1071,FE-0100-011,./0.png
-58.3830513571037,-34.583510041259,"2453",NP-CONSOLIDADAS,"1081",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1081,FE-0100-012,./0.png
-58.3830863972962,-34.5834923723938,"2454",NP-CONSOLIDADAS,"1087",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1087,FE-0100-013,./0.png
-58.3831101712136,-34.5834801691511,"2455",NP-CONSOLIDADAS,"1091",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1091,FE-0100-014,./0.png
-58.3831422571296,-34.5834748598628,"2456",NP-CONSOLIDADAS,"1095",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1095,FE-0100-014,./0.png
-58.3831387098169,-34.5835420319669,"2457",NP-CONSOLIDADAS,"1090",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1090,PO-100A-022,./0.png
-58.3830727591068,-34.583564831562,"2458",NP-CONSOLIDADAS,"1080",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1080,PO-100A-021,./0.png
-58.3830105479791,-34.5835911784012,"2459",NP-CONSOLIDADAS,"1070",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1070,PO-100A-020,./0.png
-58.3829624810001,-34.5836132719193,"2460",NP-CONSOLIDADAS,"1062",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1062,PO-100A-020,./0.png
-58.3829185930071,-34.5836298071835,"2461",NP-CONSOLIDADAS,"1056",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 1056,PO-100A-019,./0.png
-58.3828678471475,-34.5836506379142,"2462",NP-CONSOLIDADAS,"1048",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1048,PO-100A-018,./0.png
-58.3828229211313,-34.5836719879482,"2463",NP-CONSOLIDADAS,"1040",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1040,PO-100A-017,./0.png
-58.3827950691776,-34.5836854458323,"2464",NP-CONSOLIDADAS,"1036",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1036,PO-100A-017,./0.png
-58.3827430371064,-34.5837053873967,"2465",NP-CONSOLIDADAS,"1028",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 1028,PO-100A-015,./0.png
-58.3826926479347,-34.5837257121032,"2466",NP-CONSOLIDADAS,"1020",C,FLOR DE OTOÑO,Cochera,FLOR DE OTOÑO 1020,PO-100A-014,./0.png
-58.3826769446422,-34.5837331953426,"2467",NP-CONSOLIDADAS,"1018",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1018,PO-100A-014,./0.png
-58.3826224055506,-34.5837647441115,"2468",NP-CONSOLIDADAS,"1008",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1008,PO-100A-012,./0.png
-58.3825815515387,-34.5837800523817,"2469",NP-CONSOLIDADAS,"1002",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 1002,PO-100A-011,./0.png
-58.3825399435672,-34.5837951014416,"2470",NP-CONSOLIDADAS,"992",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 992,PO-100A-010,./0.png
-58.3824983864289,-34.5838143181059,"2471",NP-CONSOLIDADAS,"980",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 980,PO-100A-009,./0.png
-58.382467621502,-34.5838308198543,"2472",NP-CONSOLIDADAS,"968",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 968,PO-100A-008,./0.png
-58.3824365815852,-34.5838443772767,"2473",NP-CONSOLIDADAS,"960",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 960,PO-100A-008,./0.png
-58.3823705670585,-34.5838744697059,"2474",NP-CONSOLIDADAS,"940",C,FLOR DE OTOÑO,Cochera,FLOR DE OTOÑO 940,PO-100A-007,./0.png
-58.3823207826703,-34.5838950744167,"2475",NP-CONSOLIDADAS,"926",C,FLOR DE OTOÑO,Cochera,FLOR DE OTOÑO 926,PO-100A-006,./0.png
-58.3822813322754,-34.5839163898546,"2476",NP-CONSOLIDADAS,"914",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 914,PO-100A-005,./0.png
-58.3822097301806,-34.5839442176176,"2477",NP-CONSOLIDADAS,"892",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 892,PO-100A-004,./0.png
-58.3821585626735,-34.5839583578292,"2478",NP-CONSOLIDADAS,"878",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 878,PO-100A-003,./0.png
-58.3821187383375,-34.5839819838805,"2479",NP-CONSOLIDADAS,"866",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 866,PO-100A-002,./0.png
-58.3820973935463,-34.583987500864,"2480",NP-CONSOLIDADAS,"860",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 860,PO-100A-001,./0.png
-58.3820730105915,-34.583994571133,"2481",NP-CONSOLIDADAS,"854",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 854,PO-100A-001,./0.png
-58.3820052674599,-34.5840235379932,"2482",NP-CONSOLIDADAS,"834",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 834,PO-0103-063,./0.png
-58.3819500674551,-34.5840476855074,"2483",NP-CONSOLIDADAS,"818",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 818,PO-0103-062,./0.png
-58.3819249800655,-34.5840499153773,"2484",NP-CONSOLIDADAS,"814",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 814,PO-0103-062,./0.png
-58.3818270322001,-34.5840965351654,"2485",NP-CONSOLIDADAS,"794",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 794,PO-0103-061,./0.png
-58.3818027515288,-34.5841058622666,"2486",NP-CONSOLIDADAS,"792",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 792,PO-0103-061,./0.png
-58.3815196207287,-34.5841124164898,"2487",NP-CONSOLIDADAS,"773",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 773,PO-103B-015,./0.png
-58.3816939995169,-34.5840504130125,"2488",NP-CONSOLIDADAS,"787",B,FLOR DE OTOÑO,Local comercial o Uso mixto con vivienda,FLOR DE OTOÑO 787,PO-103B-018,./0.png
-58.3817928535557,-34.5840166018671,"2489",NP-CONSOLIDADAS,"795",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 795,PO-103B-020,./0.png
-58.3818352480506,-34.5839912495668,"2490",NP-CONSOLIDADAS,"799",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 799,PO-103B-021,./0.png
-58.3816170123916,-34.5840760414678,"2491",NP-CONSOLIDADAS,"781",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 781,PO-103B-017,./0.png
-58.3815941494874,-34.5840862801353,"2492",NP-CONSOLIDADAS,"779",A,FLOR DE OTOÑO,Vivienda,FLOR DE OTOÑO 779,PO-103B-017,./0.png
