X,Y,fid,LAYER,NP,TIPO,CALLE,TIPO2,direccion,ID,icon_url
-58.3786684286652,-34.5843615350433,"1",NP-CONSOLIDADAS,"604",A,HUARI,Vivienda,HUARI 604,,./0.png
-58.3791427420979,-34.5840475601905,"2",NP-CONSOLIDADAS,"638",B,HUARI,Local comercial o Uso mixto con vivienda,HUARI 638,GU-0005-049,./0.png
-58.3827199995911,-34.583887727525,"3",NP-NO CONSOLIDADOS,"962",A,AYMARÁ,Vivienda,AYMARÁ 962,PO-106A-22B,./0.png
-58.3832321409789,-34.5835402267983,"4",NP-NO CONSOLIDADOS,"1998",A,AYMARÁ,Vivienda,AYMARÁ 1998,PO-106A-034,./0.png
-58.3829664398987,-34.5836633466521,"5",NP-NO CONSOLIDADOS,"1037",A,AYMARÁ,Vivienda,AYMARÁ 1037,PO-100A-019,./0.png
-58.3828312386225,-34.5837487700223,"6",NP-NO CONSOLIDADOS,"1003",A,AYMARÁ,Vivienda,AYMARÁ 1003,PO-0106-003,./0.png
-58.3825512553586,-34.5839366780868,"7",NP-NO CONSOLIDADOS,"923",O,AYMARÁ,"Organización social, religiosa o gubernamental",AYMARÁ 923,PO-0106-013,./0.png
-58.3825153398611,-34.5840113687344,"8",NP-NO CONSOLIDADOS,"906",A,AYMARÁ,Vivienda,AYMARÁ 906,PO-106A-019,./0.png
-58.3824306706476,-34.5840630092135,"9",NP-NO CONSOLIDADOS,"892",A,AYMARÁ,Vivienda,AYMARÁ 892,PO-106A-017,./0.png
-58.3823401846924,-34.5840529833381,"10",NP-NO CONSOLIDADOS,"863",A,AYMARÁ,Vivienda,AYMARÁ 863,PO-0106-018,./0.png
-58.3822545545656,-34.5841670985267,"11",NP-NO CONSOLIDADOS,"834",A,AYMARÁ,Vivienda,AYMARÁ 834,PO-106A-014,./0.png
-58.3822173708484,-34.5841867212708,"12",NP-NO CONSOLIDADOS,"822",A,AYMARÁ,Vivienda,AYMARÁ 822,PO-106A-013,./0.png
-58.3817012915121,-34.5844614270179,"13",NP-NO CONSOLIDADOS,"760",A,AYMARÁ,Vivienda,AYMARÁ 760,PO-103A-015,./0.png
-58.3816061783267,-34.5845156087816,"14",NP-NO CONSOLIDADOS,"752",A,AYMARÁ,Vivienda,AYMARÁ 752,PO-103A-018,./0.png
-58.3810605652356,-34.584811944756,"15",NP-NO CONSOLIDADOS,"704",B,AYMARÁ,Local comercial o Uso mixto con vivienda,AYMARÁ 704,PO-103A-029,./0.png
-58.3810918997329,-34.5847945202283,"16",NP-NO CONSOLIDADOS,"706",A,AYMARÁ,Vivienda,AYMARÁ 706,,./0.png
-58.3806065610256,-34.5849205484172,"17",NP-NO CONSOLIDADOS,"685",C,AYMARÁ,Cochera,AYMARÁ 685,PO-099C-011,./0.png
-58.3824709356971,-34.5840425682438,"18",NP-NO CONSOLIDADOS,"896",A,AYMARÁ,Vivienda,AYMARÁ 896,PO-106A-018,./0.png
-58.3823689215871,-34.5841027266206,"19",NP-NO CONSOLIDADOS,"864",A,AYMARÁ,Vivienda,AYMARÁ 864,PO-106A-016,./0.png
-58.382310374583,-34.5841357865353,"20",NP-NO CONSOLIDADOS,"848",A,AYMARÁ,Vivienda,AYMARÁ 848,PO-106A-014,./0.png
-58.3822964953574,-34.584142270377,"21",NP-NO CONSOLIDADOS,"844",A,AYMARÁ,Vivienda,AYMARÁ 844,PO-106A-014,./0.png
-58.3822688657787,-34.5841587001811,"22",NP-NO CONSOLIDADOS,"836",A,AYMARÁ,Vivienda,AYMARÁ 836,PO-106A-014,./0.png
-58.3821556150565,-34.5842147677875,"23",NP-NO CONSOLIDADOS,"806",A,AYMARÁ,Vivienda,AYMARÁ 806,PO-106A-012,./0.png
-58.3824502743625,-34.5839859912027,"24",NP-NO CONSOLIDADOS,"897",A,AYMARÁ,Vivienda,AYMARÁ 897,PO-0106-015,./0.png
-58.382411116142,-34.5840120218917,"25",NP-NO CONSOLIDADOS,"893",A,AYMARÁ,Vivienda,AYMARÁ 893,PO-0106-016,./0.png
-58.3823811458552,-34.5840304690102,"26",NP-NO CONSOLIDADOS,"887",A,AYMARÁ,Vivienda,AYMARÁ 887,PO-0106-017,./0.png
-58.3823229202685,-34.5840604664099,"27",NP-NO CONSOLIDADOS,"861",A,AYMARÁ,Vivienda,AYMARÁ 861,PO-0106-019,./0.png
-58.3822729118693,-34.5840865052527,"28",NP-NO CONSOLIDADOS,"847",A,AYMARÁ,Vivienda,AYMARÁ 847,PO-0106-020,./0.png
-58.3822567978555,-34.5840981449213,"29",NP-NO CONSOLIDADOS,"845",A,AYMARÁ,Vivienda,AYMARÁ 845,PO-0106-021,./0.png
-58.3822190832582,-34.5841192292767,"30",NP-NO CONSOLIDADOS,"833",A,AYMARÁ,Vivienda,AYMARÁ 833,PO-0106-022,./0.png
-58.3821894840329,-34.5841362275627,"31",NP-NO CONSOLIDADOS,"823",A,AYMARÁ,Vivienda,AYMARÁ 823,PO-0106-022,./0.png
-58.3821522285665,-34.5841614337711,"32",NP-NO CONSOLIDADOS,"813",A,AYMARÁ,Vivienda,AYMARÁ 813,PO-0106-023,./0.png
-58.3821159642087,-34.5841669519458,"33",NP-NO CONSOLIDADOS,"805",A,AYMARÁ,Vivienda,AYMARÁ 805,PO-0106-024,./0.png
-58.3825717399605,-34.5839822175227,"34",NP-NO CONSOLIDADOS,"920",A,AYMARÁ,Vivienda,AYMARÁ 920,PO-106A-020,./0.png
-58.3826170536333,-34.5839551510455,"35",NP-NO CONSOLIDADOS,"934",A,AYMARÁ,Vivienda,AYMARÁ 934,PO-106A-021,./0.png
-58.382685119635,-34.583920055689,"36",NP-NO CONSOLIDADOS,"950",A,AYMARÁ,Vivienda,AYMARÁ 950,PO-106A-22A,./0.png
-58.3827730196222,-34.5838593134357,"37",NP-NO CONSOLIDADOS,"974",A,AYMARÁ,Vivienda,AYMARÁ 974,PO-106A-023,./0.png
-58.3828221603243,-34.5838239085172,"38",NP-NO CONSOLIDADOS,"988",A,AYMARÁ,Vivienda,AYMARÁ 988,PO-106A-024,./0.png
-58.3828601792485,-34.5838011474234,"39",NP-NO CONSOLIDADOS,"998",A,AYMARÁ,Vivienda,AYMARÁ 998,PO-106A-025,./0.png
-58.3824715920005,-34.5839765487239,"40",NP-NO CONSOLIDADOS,"903",O,AYMARÁ,"Organización social, religiosa o gubernamental",AYMARÁ 903,PO-0106-014,./0.png
-58.3825692200103,-34.5839231182651,"41",NP-NO CONSOLIDADOS,"929",A,AYMARÁ,Vivienda,AYMARÁ 929,PO-0106-012,./0.png
-58.3825951077997,-34.5839090969057,"42",NP-NO CONSOLIDADOS,"935",A,AYMARÁ,Vivienda,AYMARÁ 935,PO-0106-011,./0.png
-58.3826212960743,-34.5838929253307,"43",NP-NO CONSOLIDADOS,"943",A,AYMARÁ,Vivienda,AYMARÁ 943,PO-0106-010,./0.png
-58.3826538836982,-34.5838707549791,"44",NP-NO CONSOLIDADOS,"951",A,AYMARÁ,Vivienda,AYMARÁ 951,PO-0106-009,./0.png
-58.3827080779654,-34.5838431281633,"45",NP-NO CONSOLIDADOS,"965",A,AYMARÁ,Vivienda,AYMARÁ 965,PO-0106-008,./0.png
-58.3827250968478,-34.5838142242607,"46",NP-NO CONSOLIDADOS,"973",A,AYMARÁ,Vivienda,AYMARÁ 973,PO-0106-007,./0.png
-58.3827625562659,-34.5838084624631,"47",NP-NO CONSOLIDADOS,"981",A,AYMARÁ,Vivienda,AYMARÁ 981,PO-0106-006,./0.png
-58.3827802312585,-34.5837948852482,"48",NP-NO CONSOLIDADOS,"985",A,AYMARÁ,Vivienda,AYMARÁ 985,PO-0106-005,./0.png
-58.3828114078043,-34.5837606797607,"49",NP-NO CONSOLIDADOS,"997",A,AYMARÁ,Vivienda,AYMARÁ 997,PO-0106-004,./0.png
-58.3828900253313,-34.5837322623378,"50",NP-NO CONSOLIDADOS,"1013",A,AYMARÁ,Vivienda,AYMARÁ 1013,PO-0106-002,./0.png
-58.3828773220445,-34.5837825106202,"51",NP-NO CONSOLIDADOS,"1004",A,AYMARÁ,Vivienda,AYMARÁ 1004,PO-106A-026,./0.png
-58.3828988821092,-34.5837675659056,"52",NP-NO CONSOLIDADOS,"1010",A,AYMARÁ,Vivienda,AYMARÁ 1010,PO-106A-027,./0.png
-58.3829461886792,-34.5837494104697,"53",NP-NO CONSOLIDADOS,"1020",A,AYMARÁ,Vivienda,AYMARÁ 1020,PO-106A-028,./0.png
-58.3829655383585,-34.5837199582354,"54",NP-NO CONSOLIDADOS,"1028",A,AYMARÁ,Vivienda,AYMARÁ 1028,PO-106A-029,./0.png
-58.3830226582704,-34.583681526367,"55",NP-NO CONSOLIDADOS,"1044",A,AYMARÁ,Vivienda,AYMARÁ 1044,PO-106A-030,./0.png
-58.3830552599003,-34.5836586226657,"56",NP-NO CONSOLIDADOS,"1054",A,AYMARÁ,Vivienda,AYMARÁ 1054,PO-106A-031,./0.png
-58.3831077263021,-34.5836233361067,"57",NP-NO CONSOLIDADOS,"1068",A,AYMARÁ,Vivienda,AYMARÁ 1068,PO-106A-032,./0.png
-58.3831368504639,-34.5836041253977,"58",NP-NO CONSOLIDADOS,"1076",A,AYMARÁ,Vivienda,AYMARÁ 1076,PO-106A-033,./0.png
-58.3831916853605,-34.5835665564519,"59",NP-NO CONSOLIDADOS,"1092",A,AYMARÁ,Vivienda,AYMARÁ 1092,PO-106A-034,./0.png
-58.3829041391305,-34.5837050303491,"60",NP-NO CONSOLIDADOS,"1021",A,AYMARÁ,Vivienda,AYMARÁ 1021,PO-0106-001,./0.png
-58.3801098915445,-34.5851842409899,"61",NP-NO CONSOLIDADOS,"657",A,AYMARÁ,Vivienda,AYMARÁ 657,PO-099C-001,./0.png
-58.3801407843805,-34.5851693042592,"62",NP-NO CONSOLIDADOS,"659",A,AYMARÁ,Vivienda,AYMARÁ 659,PO-099C-003,./0.png
-58.3801685598912,-34.5851554079873,"63",NP-NO CONSOLIDADOS,"661",A,AYMARÁ,Vivienda,AYMARÁ 661,PO-099C-004,./0.png
-58.3801996373117,-34.5851387323273,"64",NP-NO CONSOLIDADOS,"663",A,AYMARÁ,Vivienda,AYMARÁ 663,PO-099C-005,./0.png
-58.3802445145961,-34.5851122590882,"65",NP-NO CONSOLIDADOS,"665",A,AYMARÁ,Vivienda,AYMARÁ 665,PO-099C-006,./0.png
-58.380285255755,-34.5850913520279,"66",NP-NO CONSOLIDADOS,"667",B,AYMARÁ,Local comercial o Uso mixto con vivienda,AYMARÁ 667,PO-099C-040,./0.png
-58.380368138936,-34.5850465946872,"67",NP-NO CONSOLIDADOS,"671",A,AYMARÁ,Vivienda,AYMARÁ 671,PO-099C-038,./0.png
-58.3803989570878,-34.5850299241009,"68",NP-NO CONSOLIDADOS,"673",C,AYMARÁ,Cochera,AYMARÁ 673,PO-099C-038,./0.png
-58.3804523224255,-34.5850030662154,"69",NP-NO CONSOLIDADOS,"675",A,AYMARÁ,Vivienda,AYMARÁ 675,PO-099C-008,./0.png
-58.3804794642935,-34.5849916352001,"70",NP-NO CONSOLIDADOS,"677",A,AYMARÁ,Vivienda,AYMARÁ 677,PO-099C-009,./0.png
-58.3805017731356,-34.5849768089922,"71",NP-NO CONSOLIDADOS,"679",C,AYMARÁ,Cochera,AYMARÁ 679,PO-099C-009,./0.png
-58.3805750039791,-34.584938548415,"72",NP-NO CONSOLIDADOS,"683",B,AYMARÁ,Local comercial o Uso mixto con vivienda,AYMARÁ 683,PO-099C-010,./0.png
-58.3806245231932,-34.5849116448738,"73",NP-NO CONSOLIDADOS,685 B,A,AYMARÁ,Vivienda,AYMARÁ 685 B,PO-099C-011,./0.png
-58.3806462728265,-34.5849001613135,"74",NP-NO CONSOLIDADOS,"687",C,AYMARÁ,Cochera,AYMARÁ 687,PO-099C-012,./0.png
-58.3806986510858,-34.5848700643501,"75",NP-NO CONSOLIDADOS,"689",A,AYMARÁ,Vivienda,AYMARÁ 689,PO-099C-012,./0.png
-58.3807398973348,-34.5848525705315,"76",NP-NO CONSOLIDADOS,"691",O,AYMARÁ,"Organización social, religiosa o gubernamental",AYMARÁ 691,PO-099C-014,./0.png
-58.3808160550307,-34.5848088710391,"77",NP-NO CONSOLIDADOS,"695",A,AYMARÁ,Vivienda,AYMARÁ 695,PO-099C-014,./0.png
-58.3808504348269,-34.5847915210668,"78",NP-NO CONSOLIDADOS,"697",A,AYMARÁ,Vivienda,AYMARÁ 697,PO-099C-015,./0.png
-58.3808889515851,-34.5847715667823,"79",NP-NO CONSOLIDADOS,"699",A,AYMARÁ,Vivienda,AYMARÁ 699,PO-099C-015,./0.png
-58.3820175637546,-34.5842950806886,"80",NP-NO CONSOLIDADOS,"788",A,AYMARÁ,Vivienda,AYMARÁ 788,PO-106A-008,./0.png
-58.3819946769215,-34.5843045290324,"81",NP-NO CONSOLIDADOS,"786",A,AYMARÁ,Vivienda,AYMARÁ 786,PO-106A-007,./0.png
-58.3819464502056,-34.5843276806261,"82",NP-NO CONSOLIDADOS,"782",B,AYMARÁ,Local comercial o Uso mixto con vivienda,AYMARÁ 782,PO-106A-006,./0.png
-58.3819120597262,-34.5843353740824,"83",NP-NO CONSOLIDADOS,"780",A,AYMARÁ,Vivienda,AYMARÁ 780,PO-106A-005,./0.png
-58.3818780748749,-34.5843603357571,"84",NP-NO CONSOLIDADOS,"776",A,AYMARÁ,Vivienda,AYMARÁ 776,PO-106A-004,./0.png
-58.3818286952615,-34.584384296206,"85",NP-NO CONSOLIDADOS,"772",A,AYMARÁ,Vivienda,AYMARÁ 772,PO-106A-003,./0.png
-58.3820754229085,-34.5842531710208,"86",NP-NO CONSOLIDADOS,"794",A,AYMARÁ,Vivienda,AYMARÁ 794,PO-106A-010,./0.png
-58.3821133506693,-34.5842456199768,"87",NP-NO CONSOLIDADOS,"798",A,AYMARÁ,Vivienda,AYMARÁ 798,PO-106A-011,./0.png
-58.3817736323756,-34.5844116973363,"88",NP-NO CONSOLIDADOS,"768",A,AYMARÁ,Vivienda,AYMARÁ 768,PO-106A-002,./0.png
-58.3817435144582,-34.5844380586939,"89",NP-NO CONSOLIDADOS,"764",A,AYMARÁ,Vivienda,AYMARÁ 764,PO-106A-001,./0.png
-58.3816761917324,-34.584476079177,"90",NP-NO CONSOLIDADOS,"758",A,AYMARÁ,Vivienda,AYMARÁ 758,PO-103A-016,./0.png
-58.3816403094433,-34.5844962944787,"91",NP-NO CONSOLIDADOS,"756",C,AYMARÁ,Cochera,AYMARÁ 756,PO-103A-017,./0.png
-58.3815893225628,-34.584525155708,"92",NP-NO CONSOLIDADOS,"750",A,AYMARÁ,Vivienda,AYMARÁ 750,PO-103A-018,./0.png
-58.3815554114307,-34.5845412510225,"93",NP-NO CONSOLIDADOS,"748",B,AYMARÁ,Local comercial o Uso mixto con vivienda,AYMARÁ 748,PO-103A-019,./0.png
-58.3815257260681,-34.5845569523962,"94",NP-NO CONSOLIDADOS,"746",A,AYMARÁ,Vivienda,AYMARÁ 746,PO-103A-020,./0.png
-58.3814926811508,-34.5845734490491,"95",NP-NO CONSOLIDADOS,"742",C,AYMARÁ,Cochera,AYMARÁ 742,PO-103A-020,./0.png
-58.3814494616169,-34.5846082819163,"96",NP-NO CONSOLIDADOS,"738",A,AYMARÁ,Vivienda,AYMARÁ 738,PO-103A-021,./0.png
-58.3814253350302,-34.5846193092139,"97",NP-NO CONSOLIDADOS,"736",A,AYMARÁ,Vivienda,AYMARÁ 736,PO-103A-022,./0.png
-58.3813830470381,-34.5846438969922,"98",NP-NO CONSOLIDADOS,"732",B,AYMARÁ,Local comercial o Uso mixto con vivienda,AYMARÁ 732,PO-103A-023,./0.png
-58.3813464299232,-34.5846603945242,"99",NP-NO CONSOLIDADOS,"728",B,AYMARÁ,Local comercial o Uso mixto con vivienda,AYMARÁ 728,PO-103A-024,./0.png
-58.3813229599526,-34.5846732647356,"100",NP-NO CONSOLIDADOS,"726",D,AYMARÁ,Pasillo interno,AYMARÁ 726,PO-103A-024,./0.png
-58.3812862595261,-34.584694520568,"101",NP-NO CONSOLIDADOS,"722",A,AYMARÁ,Vivienda,AYMARÁ 722,PO-103A-025,./0.png
-58.3812593977334,-34.5847083902237,"102",NP-NO CONSOLIDADOS,"720",A,AYMARÁ,Vivienda,AYMARÁ 720,PO-103A-026,./0.png
-58.381231679087,-34.5847253241756,"103",NP-NO CONSOLIDADOS,"718",A,AYMARÁ,Vivienda,AYMARÁ 718,PO-103A-026,./0.png
-58.3811711295504,-34.5847528024409,"104",NP-NO CONSOLIDADOS,"712",B,AYMARÁ,Local comercial o Uso mixto con vivienda,AYMARÁ 712,PO-103A-027,./0.png
-58.3811446217124,-34.5847685168236,"105",NP-NO CONSOLIDADOS,"710",B,AYMARÁ,Local comercial o Uso mixto con vivienda,AYMARÁ 710,PO-103A-028,./0.png
-58.3810356097106,-34.5846837287649,"106",NP-NO CONSOLIDADOS,"707",A,AYMARÁ,Vivienda,AYMARÁ 707,PO-0103-029,./0.png
-58.3810635571418,-34.5846716317157,"107",NP-NO CONSOLIDADOS,"709",B,AYMARÁ,Local comercial o Uso mixto con vivienda,AYMARÁ 709,PO-0103-028,./0.png
-58.3810889131548,-34.5846582853927,"108",NP-NO CONSOLIDADOS,"711",A,AYMARÁ,Vivienda,AYMARÁ 711,PO-0103-027,./0.png
-58.3811366543729,-34.5846363662185,"109",NP-NO CONSOLIDADOS,"715",A,AYMARÁ,Vivienda,AYMARÁ 715,PO-0103-026,./0.png
-58.3811502309947,-34.5846277500642,"110",NP-NO CONSOLIDADOS,"717",A,AYMARÁ,Vivienda,AYMARÁ 717,PO-0103-026,./0.png
-58.3812082594706,-34.5845963024764,"111",NP-NO CONSOLIDADOS,"723",A,AYMARÁ,Vivienda,AYMARÁ 723,PO-0103-025,./0.png
-58.3812460020082,-34.5845821427157,"112",NP-NO CONSOLIDADOS,"725",A,AYMARÁ,Vivienda,AYMARÁ 725,PO-0103-024,./0.png
-58.3812761841698,-34.5845644332592,"113",NP-NO CONSOLIDADOS,"729",A,AYMARÁ,Vivienda,AYMARÁ 729,PO-0103-023,./0.png
-58.3813063428036,-34.5845515056332,"114",NP-NO CONSOLIDADOS,"731",D,AYMARÁ,Pasillo interno,AYMARÁ 731,,./0.png
-58.3813480887756,-34.5845316210461,"115",NP-NO CONSOLIDADOS,"735",A,AYMARÁ,Vivienda,AYMARÁ 735,PO-0103-016,./0.png
-58.3814026973883,-34.5844933887858,"116",NP-NO CONSOLIDADOS,"741",B,AYMARÁ,Local comercial o Uso mixto con vivienda,AYMARÁ 741,PO-0103-015,./0.png
-58.381449426863,-34.584468928954,"117",NP-NO CONSOLIDADOS,"743",A,AYMARÁ,Vivienda,AYMARÁ 743,PO-0103-014,./0.png
-58.3814754078093,-34.5844490389006,"118",NP-NO CONSOLIDADOS,"747",A,AYMARÁ,Vivienda,AYMARÁ 747,PO-0103-013,./0.png
-58.3815290780218,-34.5844290386409,"119",NP-NO CONSOLIDADOS,"749",A,AYMARÁ,Vivienda,AYMARÁ 749,PO-0103-012,./0.png
-58.3815818329634,-34.5844003131363,"120",NP-NO CONSOLIDADOS,"755",A,AYMARÁ,Vivienda,AYMARÁ 755,PO-0103-011,./0.png
-58.3816419893437,-34.5843727391451,"121",NP-NO CONSOLIDADOS,"759",A,AYMARÁ,Vivienda,AYMARÁ 759,PO-0103-010,./0.png
-58.3816625147198,-34.5843579017267,"122",NP-NO CONSOLIDADOS,"761",A,AYMARÁ,Vivienda,AYMARÁ 761,PO-0103-009,./0.png
-58.3816958203295,-34.5843487616635,"123",NP-NO CONSOLIDADOS,"763",A,AYMARÁ,Vivienda,AYMARÁ 763,PO-0103-009,./0.png
-58.3817242740608,-34.5843244437266,"124",NP-NO CONSOLIDADOS,"767",A,AYMARÁ,Vivienda,AYMARÁ 767,PO-0103-008,./0.png
-58.3817483049378,-34.5842866905398,"125",NP-NO CONSOLIDADOS,"771",A,AYMARÁ,Vivienda,AYMARÁ 771,PO-0103-007,./0.png
-58.3817975215273,-34.5842892508947,"126",NP-NO CONSOLIDADOS,"773",A,AYMARÁ,Vivienda,AYMARÁ 773,PO-0103-006,./0.png
-58.3818471358441,-34.5842762106341,"127",NP-NO CONSOLIDADOS,"777",A,AYMARÁ,Vivienda,AYMARÁ 777,PO-0103-005,./0.png
-58.3818728666861,-34.584249045591,"128",NP-NO CONSOLIDADOS,"779",A,AYMARÁ,Vivienda,AYMARÁ 779,PO-0103-004,./0.png
-58.3819001722262,-34.5842346294134,"129",NP-NO CONSOLIDADOS,"781",A,AYMARÁ,Vivienda,AYMARÁ 781,PO-0103-004,./0.png
-58.3819163565398,-34.5842244677831,"130",NP-NO CONSOLIDADOS,"783",B,AYMARÁ,Local comercial o Uso mixto con vivienda,AYMARÁ 783,PO-0103-003,./0.png
-58.381971877636,-34.5842075958867,"131",NP-NO CONSOLIDADOS,"789",A,AYMARÁ,Vivienda,AYMARÁ 789,PO-0103-002,./0.png
-58.3820051634719,-34.584188794681,"132",NP-NO CONSOLIDADOS,"793",A,AYMARÁ,Vivienda,AYMARÁ 793,PO-0103-002,./0.png
-58.3820483167598,-34.5841699172709,"133",NP-NO CONSOLIDADOS,"797",A,AYMARÁ,Vivienda,AYMARÁ 797,PO-0103-001,./0.png
-58.3835293858174,-34.5821963338722,"134",NP-NO CONSOLIDADOS,"2347",A,CINA CINA,Vivienda,CINA CINA 2347,FE-0005-033,./0.png
-58.3835797403211,-34.5823582700489,"135",NP-NO CONSOLIDADOS,"2305",A,CINA CINA,Vivienda,CINA CINA 2305,,./0.png
-58.3835249143891,-34.5822194010515,"136",NP-NO CONSOLIDADOS,"2341",A,CINA CINA,Vivienda,CINA CINA 2341,,./0.png
-58.3835622130339,-34.5822649130305,"137",NP-NO CONSOLIDADOS,"2333",A,CINA CINA,Vivienda,CINA CINA 2333,FE-0005-020,./0.png
-58.383570904897,-34.5822797533485,"138",NP-NO CONSOLIDADOS,"2321",A,CINA CINA,Vivienda,CINA CINA 2321,FE-0005-019,./0.png
-58.3835811145616,-34.5822970536063,"139",NP-NO CONSOLIDADOS,"2315",A,CINA CINA,Vivienda,CINA CINA 2315,FE-0005-018,./0.png
-58.3800173699835,-34.5827698531816,"140",NP-NO CONSOLIDADOS,"2598",B,SAUCO,Local comercial o Uso mixto con vivienda,SAUCO 2598,YP-032A-001,./0.png
-58.3800463784134,-34.5828233562161,"141",NP-NO CONSOLIDADOS,"2590",B,SAUCO,Local comercial o Uso mixto con vivienda,SAUCO 2590,YP-032A-001,./0.png
-58.3801794956407,-34.582962641585,"142",NP-NO CONSOLIDADOS,"2556",A,SAUCO,Vivienda,SAUCO 2556,,./0.png
-58.3802397956418,-34.5829931054067,"143",NP-NO CONSOLIDADOS,"2550",A,SAUCO,Vivienda,SAUCO 2550,,./0.png
-58.3803612019506,-34.5830971722378,"144",NP-NO CONSOLIDADOS,"2518",A,SAUCO,Vivienda,SAUCO 2518,,./0.png
-58.3804129507886,-34.5831088532857,"145",NP-NO CONSOLIDADOS,"2510",A,SAUCO,Vivienda,SAUCO 2510,YP-032A-008,./0.png
-58.380429953776,-34.5831304359713,"146",NP-NO CONSOLIDADOS,"2502",B,SAUCO,Local comercial o Uso mixto con vivienda,SAUCO 2502,YP-032A-008,./0.png
-58.3803236947655,-34.5830654632642,"147",NP-NO CONSOLIDADOS,"2526",A,SAUCO,Vivienda,SAUCO 2526,,./0.png
-58.3802838089176,-34.5830298928025,"148",NP-NO CONSOLIDADOS,"2534",A,SAUCO,Vivienda,SAUCO 2534,,./0.png
-58.380253482345,-34.5830043747762,"149",NP-NO CONSOLIDADOS,"2544",A,SAUCO,Vivienda,SAUCO 2544,,./0.png
-58.3801913086436,-34.582977412995,"150",NP-NO CONSOLIDADOS,"2554",A,SAUCO,Vivienda,SAUCO 2554,,./0.png
-58.3801961319095,-34.582922184029,"151",NP-NO CONSOLIDADOS,"2560",A,SAUCO,Vivienda,SAUCO 2560,YP-032A-005,./0.png
-58.380137604709,-34.5829149077334,"152",NP-NO CONSOLIDADOS,"2564",A,SAUCO,Vivienda,SAUCO 2564,YP-032A-004,./0.png
-58.3801580912503,-34.5828720278841,"153",NP-NO CONSOLIDADOS,"2576",A,SAUCO,Vivienda,SAUCO 2576,YP-032A-003,./0.png
-58.3800778870158,-34.5828759860929,"154",NP-NO CONSOLIDADOS,"2580",A,SAUCO,Vivienda,SAUCO 2580,YP-032A-003,./0.png
-58.3800607136637,-34.5828492334654,"155",NP-NO CONSOLIDADOS,"2584",A,SAUCO,Vivienda,SAUCO 2584,YP-032A-002,./0.png
-58.380032023676,-34.5828007317987,"156",NP-NO CONSOLIDADOS,"2594",A,SAUCO,Vivienda,SAUCO 2594,YP-032A-001,./0.png
-58.3847767587793,-34.5792156675196,"157",NP-NO CONSOLIDADOS,"2781",A,PUNTA CORRAL,Vivienda,PUNTA CORRAL 2781,YP-025B-037,./0.png
-58.3848766790708,-34.5795201673056,"158",NP-NO CONSOLIDADOS,"2715",A,PUNTA CORRAL,Vivienda,PUNTA CORRAL 2715,YP-0025-027,./0.png
-58.3852898150249,-34.579751498061,"159",NP-NO CONSOLIDADOS,"2662",A,PUNTA CORRAL,Vivienda,PUNTA CORRAL 2662,YP-0027-005,./0.png
-58.3846988654145,-34.5789811129849,"160",NP-NO CONSOLIDADOS,"2837",A,PUNTA CORRAL,Vivienda,PUNTA CORRAL 2837,YP-025B-044,./0.png
-58.3847887573127,-34.5792441878939,"161",NP-NO CONSOLIDADOS,"2771",A,PUNTA CORRAL,Vivienda,PUNTA CORRAL 2771,YP-025B-036,./0.png
-58.3848740052691,-34.5794797618664,"162",NP-NO CONSOLIDADOS,"2721",A,PUNTA CORRAL,Vivienda,PUNTA CORRAL 2721,YP-0025-027,./0.png
-58.3846917120514,-34.5790206833211,"163",NP-NO CONSOLIDADOS,"2827",A,PUNTA CORRAL,Vivienda,PUNTA CORRAL 2827,YP-025B-043,./0.png
-58.3847064565058,-34.5790448519894,"164",NP-NO CONSOLIDADOS,"2819",A,PUNTA CORRAL,Vivienda,PUNTA CORRAL 2819,YP-025B-042,./0.png
-58.3847112897339,-34.5790570210702,"165",NP-NO CONSOLIDADOS,"2815",A,PUNTA CORRAL,Vivienda,PUNTA CORRAL 2815,YP-025B-041,./0.png
-58.3847250309045,-34.5791073802365,"166",NP-NO CONSOLIDADOS,"2803",A,PUNTA CORRAL,Vivienda,PUNTA CORRAL 2803,YP-025B-040,./0.png
-58.3847385888009,-34.5791326984694,"167",NP-NO CONSOLIDADOS,"2797",A,PUNTA CORRAL,Vivienda,PUNTA CORRAL 2797,YP-025B-039,./0.png
-58.3847594535236,-34.5791861533219,"168",NP-NO CONSOLIDADOS,"2785",A,PUNTA CORRAL,Vivienda,PUNTA CORRAL 2785,YP-025B-037,./0.png
-58.384802940058,-34.579293026041,"169",NP-NO CONSOLIDADOS,"2761",A,PUNTA CORRAL,Vivienda,PUNTA CORRAL 2761,YP-025B-036,./0.png
-58.384820289726,-34.5793818702978,"170",NP-NO CONSOLIDADOS,"2745",A,PUNTA CORRAL,Vivienda,PUNTA CORRAL 2745,YP-0025-029,./0.png
-58.3848367633464,-34.5794125037272,"171",NP-NO CONSOLIDADOS,"2737",B,PUNTA CORRAL,Local comercial o Uso mixto con vivienda,PUNTA CORRAL 2737,YP-0025-028,./0.png
-58.3848496893358,-34.5794345272629,"172",NP-NO CONSOLIDADOS,"2731",A,PUNTA CORRAL,Vivienda,PUNTA CORRAL 2731,YP-0025-028,./0.png
-58.3849110916963,-34.5795524171504,"173",NP-NO CONSOLIDADOS,"2709",A,PUNTA CORRAL,Vivienda,PUNTA CORRAL 2709,YP-0025-025,./0.png
